,Fig Index,DOI,Mistake,Fig ID,Journal,Measurand,Absolute/Relative,Measurement Type,Measurand Level I,Measurand Level II,Log transformation
1056,10.1038:s41556-023-01193-x_zero_fig26,10.1038:s41556-023-01193-x,zero,26,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1057,10.1038:s41556-023-01193-x_zero_fig27,10.1038:s41556-023-01193-x,zero,27,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1058,10.1038:s41556-023-01193-x_zero_fig28,10.1038:s41556-023-01193-x,zero,28,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1059,10.1038:s41556-023-01193-x_zero_fig29,10.1038:s41556-023-01193-x,zero,29,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1060,10.1038:s41556-023-01193-x_zero_fig3,10.1038:s41556-023-01193-x,zero,3,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1061,10.1038:s41556-023-01193-x_zero_fig30,10.1038:s41556-023-01193-x,zero,30,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1062,10.1038:s41556-023-01193-x_zero_fig31,10.1038:s41556-023-01193-x,zero,31,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1063,10.1038:s41556-023-01193-x_zero_fig32,10.1038:s41556-023-01193-x,zero,32,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1064,10.1038:s41556-023-01193-x_zero_fig33,10.1038:s41556-023-01193-x,zero,33,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1065,10.1038:s41556-023-01193-x_zero_fig34,10.1038:s41556-023-01193-x,zero,34,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1066,10.1038:s41556-023-01193-x_zero_fig35,10.1038:s41556-023-01193-x,zero,35,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1067,10.1038:s41556-023-01193-x_zero_fig36,10.1038:s41556-023-01193-x,zero,36,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1068,10.1038:s41556-023-01193-x_zero_fig37,10.1038:s41556-023-01193-x,zero,37,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1069,10.1038:s41556-023-01193-x_zero_fig38,10.1038:s41556-023-01193-x,zero,38,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1070,10.1038:s41556-023-01193-x_zero_fig39,10.1038:s41556-023-01193-x,zero,39,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1071,10.1038:s41556-023-01193-x_zero_fig4,10.1038:s41556-023-01193-x,zero,4,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1072,10.1038:s41556-023-01193-x_zero_fig40,10.1038:s41556-023-01193-x,zero,40,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1073,10.1038:s41556-023-01193-x_zero_fig41,10.1038:s41556-023-01193-x,zero,41,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1074,10.1038:s41556-023-01193-x_zero_fig42,10.1038:s41556-023-01193-x,zero,42,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1075,10.1038:s41556-023-01193-x_zero_fig43,10.1038:s41556-023-01193-x,zero,43,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1076,10.1038:s41556-023-01193-x_zero_fig44,10.1038:s41556-023-01193-x,zero,44,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1077,10.1038:s41556-023-01193-x_zero_fig45,10.1038:s41556-023-01193-x,zero,45,nat_cell_biol,Methylation rate (%),Relative,Percentage,Percentage,Percentage,No
1078,10.1038:s41556-023-01193-x_zero_fig46,10.1038:s41556-023-01193-x,zero,46,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1079,10.1038:s41556-023-01193-x_zero_fig47,10.1038:s41556-023-01193-x,zero,47,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1080,10.1038:s41556-023-01193-x_zero_fig48,10.1038:s41556-023-01193-x,zero,48,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1081,10.1038:s41556-023-01193-x_zero_fig49,10.1038:s41556-023-01193-x,zero,49,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1082,10.1038:s41556-023-01193-x_zero_fig5,10.1038:s41556-023-01193-x,zero,5,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1083,10.1038:s41556-023-01193-x_zero_fig50,10.1038:s41556-023-01193-x,zero,50,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1084,10.1038:s41556-023-01193-x_zero_fig51,10.1038:s41556-023-01193-x,zero,51,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1085,10.1038:s41556-023-01193-x_zero_fig52,10.1038:s41556-023-01193-x,zero,52,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1086,10.1038:s41556-023-01193-x_zero_fig53,10.1038:s41556-023-01193-x,zero,53,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1087,10.1038:s41556-023-01193-x_zero_fig54,10.1038:s41556-023-01193-x,zero,54,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1088,10.1038:s41556-023-01193-x_zero_fig55,10.1038:s41556-023-01193-x,zero,55,nat_cell_biol,Relative expression (log10 fold change),Relative,Ratio,Ratio,Ratio,10
1089,10.1038:s41556-023-01193-x_zero_fig56,10.1038:s41556-023-01193-x,zero,56,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1090,10.1038:s41556-023-01193-x_zero_fig57,10.1038:s41556-023-01193-x,zero,57,nat_cell_biol,log10(distance),Absolute,Measured value,Length,Length,10
1091,10.1038:s41556-023-01193-x_zero_fig6,10.1038:s41556-023-01193-x,zero,6,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1092,10.1038:s41556-023-01193-x_zero_fig7,10.1038:s41556-023-01193-x,zero,7,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1093,10.1038:s41556-023-01193-x_zero_fig8,10.1038:s41556-023-01193-x,zero,8,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1094,10.1038:s41556-023-01193-x_zero_fig9,10.1038:s41556-023-01193-x,zero,9,nat_cell_biol,log2(RPKM + 1),Absolute,Measured value,Count,Count,2
1095,10.1038:s41556-023-01212-x_zero_fig1,10.1038:s41556-023-01212-x,zero,1,nat_cell_biol,NES,Relative,Calculated value,Others,Others,No
1096,10.1038:s41556-023-01212-x_zero_fig2,10.1038:s41556-023-01212-x,zero,2,nat_cell_biol,NES,Relative,Calculated value,Others,Others,No
1097,10.1038:s41556-023-01224-7_zero_fig1,10.1038:s41556-023-01224-7,zero,1,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1098,10.1038:s41556-023-01224-7_zero_fig2,10.1038:s41556-023-01224-7,zero,2,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1099,10.1038:s41556-023-01224-7_zero_fig3,10.1038:s41556-023-01224-7,zero,3,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1100,10.1038:s41556-023-01224-7_zero_fig4,10.1038:s41556-023-01224-7,zero,4,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1101,10.1038:s41556-023-01224-7_zero_fig5,10.1038:s41556-023-01224-7,zero,5,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1102,10.1038:s41556-023-01224-7_zero_fig6,10.1038:s41556-023-01224-7,zero,6,nat_cell_biol,Delta Ct,Absolute,Measured value,Constant,Constant,No
1103,10.1038:s41556-023-01225-6_zero_fig1,10.1038:s41556-023-01225-6,zero,1,nat_cell_biol,Fraction of total cells,Relative,Percentage,Cell percentage,Percentage,No
1104,10.1038:s41556-023-01225-6_zero_fig2,10.1038:s41556-023-01225-6,zero,2,nat_cell_biol,Fraction of total cells,Relative,Percentage,Cell percentage,Percentage,No
1105,10.1038:s41556-023-01225-6_zero_fig3,10.1038:s41556-023-01225-6,zero,3,nat_cell_biol,Fraction of total cells,Relative,Percentage,Cell percentage,Percentage,No
1106,10.1038:s41556-023-01225-6_zero_fig4,10.1038:s41556-023-01225-6,zero,4,nat_cell_biol,Non-heme iron (µmol/g protein),Absolute,Measured value,Concentration,Concentration,No
1107,10.1038:s41556-023-01238-1_zero_fig1,10.1038:s41556-023-01238-1,zero,1,nat_cell_biol,Normalized FRET ratio (a.u.),Relative,Calculated value,Relative luminescence,Fluorescence,No
1108,10.1038:s41556-023-01241-6_zero_fig1,10.1038:s41556-023-01241-6,zero,1,nat_cell_biol,Relative apoptosis/-hA,Relative,Percentage,Cell viability,Percentage,No
1109,10.1038:s41556-023-01241-6_zero_fig10,10.1038:s41556-023-01241-6,zero,10,nat_cell_biol,Relative cell viability to NCI-H69 cultured alone,Relative,Percentage,Cell viability,Percentage,No
1110,10.1038:s41556-023-01241-6_zero_fig11,10.1038:s41556-023-01241-6,zero,11,nat_cell_biol,Relative NCI-H69 viability compared to control media only (AM),Relative,Percentage,Cell viability,Percentage,No
1111,10.1038:s41556-023-01241-6_zero_fig12,10.1038:s41556-023-01241-6,zero,12,nat_cell_biol,Relative apoptosis,Relative,Percentage,Cell viability,Percentage,No
1112,10.1038:s41556-023-01241-6_zero_fig13,10.1038:s41556-023-01241-6,zero,13,nat_cell_biol,Relative viability,Relative,Percentage,Cell viability,Percentage,No
1113,10.1038:s41556-023-01241-6_zero_fig14,10.1038:s41556-023-01241-6,zero,14,nat_cell_biol,Migration towards NCI-H69 medium vs control medium,Relative,Ratio,Ratio,Ratio,No
1114,10.1038:s41556-023-01241-6_zero_fig15,10.1038:s41556-023-01241-6,zero,15,nat_cell_biol,Migration towards NCI-H69 medium vs control medium,Relative,Ratio,Ratio,Ratio,No
1115,10.1038:s41556-023-01241-6_zero_fig16,10.1038:s41556-023-01241-6,zero,16,nat_cell_biol,Migration towards N2N1G medium vs control medium,Relative,Ratio,Ratio,Ratio,No
1116,10.1038:s41556-023-01241-6_zero_fig17,10.1038:s41556-023-01241-6,zero,17,nat_cell_biol,N2N1G viability cc mA vs N2N1G only (RFU),Relative,Percentage,Cell viability,Percentage,No
1117,10.1038:s41556-023-01241-6_zero_fig18,10.1038:s41556-023-01241-6,zero,18,nat_cell_biol,mA viability (RFU) vs control  medium,Relative,Percentage,Cell viability,Percentage,No
1118,10.1038:s41556-023-01241-6_zero_fig19,10.1038:s41556-023-01241-6,zero,19,nat_cell_biol,mA migration vs control medium (RFU),Relative,Ratio,Ratio,Ratio,No
1119,10.1038:s41556-023-01241-6_zero_fig2,10.1038:s41556-023-01241-6,zero,2,nat_cell_biol,Relative apoptosis/-hA,Relative,Percentage,Cell viability,Percentage,No
1120,10.1038:s41556-023-01241-6_zero_fig3,10.1038:s41556-023-01241-6,zero,3,nat_cell_biol,Relative viability/-hA,Relative,Percentage,Cell viability,Percentage,No
1121,10.1038:s41556-023-01241-6_zero_fig4,10.1038:s41556-023-01241-6,zero,4,nat_cell_biol,Relative viability/-hA,Relative,Percentage,Cell viability,Percentage,No
1122,10.1038:s41556-023-01241-6_zero_fig5,10.1038:s41556-023-01241-6,zero,5,nat_cell_biol,cell viability (RFUs),Relative,Percentage,Cell viability,Percentage,No
1123,10.1038:s41556-023-01241-6_zero_fig6,10.1038:s41556-023-01241-6,zero,6,nat_cell_biol,mCherry+ cells/GFP+ cells,Relative,Percentage,Cell percentage,Percentage,No
1124,10.1038:s41556-023-01241-6_zero_fig7,10.1038:s41556-023-01241-6,zero,7,nat_cell_biol,mCherry+ cells/GFP+ cells,Relative,Percentage,Cell percentage,Percentage,No
1125,10.1038:s41556-023-01241-6_zero_fig8,10.1038:s41556-023-01241-6,zero,8,nat_cell_biol,Migration towards reelin medium/control medium,Relative,Ratio,Ratio,Ratio,No
1126,10.1038:s41556-023-01241-6_zero_fig9,10.1038:s41556-023-01241-6,zero,9,nat_cell_biol,mA viability (RFU)/control N2N1G medium,Relative,Percentage,Cell viability,Percentage,No
1127,10.1038:s41556-023-01247-0_zero_fig1,10.1038:s41556-023-01247-0,zero,1,nat_cell_biol,Tc (°C),Relative,Measured value,Temperature,Temperature,No
1128,10.1038:s41556-023-01247-0_zero_fig2,10.1038:s41556-023-01247-0,zero,2,nat_cell_biol,Tc (°C),Relative,Measured value,Temperature,Temperature,No
1129,10.1038:s41556-023-01258-x_zero_fig1,10.1038:s41556-023-01258-x,zero,1,nat_cell_biol,Normalized F-luc/R-luc,Relative,Ratio,Ratio,Ratio,No
1130,10.1038:s41556-023-01258-x_zero_fig2,10.1038:s41556-023-01258-x,zero,2,nat_cell_biol,Normalized F-luc/R-luc,Relative,Ratio,Ratio,Ratio,No
1131,10.1038:s41556-023-01258-x_zero_fig3,10.1038:s41556-023-01258-x,zero,3,nat_cell_biol,Normalized F-luc/R-luc,Relative,Ratio,Ratio,Ratio,No
1132,10.1038:s41556-023-01264-z_zero_fig1,10.1038:s41556-023-01264-z,zero,1,nat_cell_biol,Diameter of spermatozoa head (µm),Absolute,Measured value,Length,Length,No
1133,10.1038:s41556-023-01264-z_zero_fig2,10.1038:s41556-023-01264-z,zero,2,nat_cell_biol,MTG fluorescence intensity per cell (x1e6),Relative,Calculated value,Relative luminescence,Fluorescence,No
1134,10.1038:s41556-023-01264-z_zero_fig3,10.1038:s41556-023-01264-z,zero,3,nat_cell_biol,MTG fluorescence intensity per cell (x1e6),Relative,Calculated value,Relative luminescence,Fluorescence,No
1135,10.1038:s41565-023-01323-4_zero_fig1,10.1038:s41565-023-01323-4,zero,1,nat_nanotechnol,Mean PR,Relative,Ratio,Ratio,Ratio,No
1136,10.1038:s41565-023-01323-4_zero_fig2,10.1038:s41565-023-01323-4,zero,2,nat_nanotechnol,LP/HP ratio,Relative,Ratio,Ratio,Ratio,No
1137,10.1038:s41565-023-01323-4_zero_fig3,10.1038:s41565-023-01323-4,zero,3,nat_nanotechnol,Mean PR,Relative,Ratio,Ratio,Ratio,No
1138,10.1038:s41565-023-01323-4_zero_fig4,10.1038:s41565-023-01323-4,zero,4,nat_nanotechnol,Mean PR,Relative,Ratio,Ratio,Ratio,No
1139,10.1038:s41565-023-01323-4_zero_fig5,10.1038:s41565-023-01323-4,zero,5,nat_nanotechnol,Mean PR,Relative,Ratio,Ratio,Ratio,No
1140,10.1038:s41565-023-01323-4_zero_fig6,10.1038:s41565-023-01323-4,zero,6,nat_nanotechnol,Mean PR,Relative,Ratio,Ratio,Ratio,No
1141,10.1038:s41565-023-01346-x_zero_fig1,10.1038:s41565-023-01346-x,zero,1,nat_nanotechnol,Colon length (cm),Absolute,Measured value,Colon length,Length,No
1142,10.1038:s41565-023-01346-x_zero_fig10,10.1038:s41565-023-01346-x,zero,10,nat_nanotechnol,BL counts (CFU),Absolute,Measured value,Titer,Concentration,No
1143,10.1038:s41565-023-01346-x_zero_fig11,10.1038:s41565-023-01346-x,zero,11,nat_nanotechnol,O2- inhibition (%),Relative,Percentage,Percentage,Percentage,No
1144,10.1038:s41565-023-01346-x_zero_fig2,10.1038:s41565-023-01346-x,zero,2,nat_nanotechnol,Colon length (cm),Absolute,Measured value,Colon length,Length,No
1145,10.1038:s41565-023-01346-x_zero_fig3,10.1038:s41565-023-01346-x,zero,3,nat_nanotechnol,Colon length (cm),Absolute,Measured value,Colon length,Length,No
1146,10.1038:s41565-023-01346-x_zero_fig4,10.1038:s41565-023-01346-x,zero,4,nat_nanotechnol,Colon length (cm),Absolute,Measured value,Colon length,Length,No
1147,10.1038:s41565-023-01346-x_zero_fig5,10.1038:s41565-023-01346-x,zero,5,nat_nanotechnol,BL counts (CFU),Absolute,Measured value,Titer,Concentration,No
1148,10.1038:s41565-023-01346-x_zero_fig6,10.1038:s41565-023-01346-x,zero,6,nat_nanotechnol,H2O2 elimination (%),Relative,Percentage,Percentage,Percentage,No
1149,10.1038:s41565-023-01346-x_zero_fig7,10.1038:s41565-023-01346-x,zero,7,nat_nanotechnol,BL counts (CFU),Absolute,Measured value,Titer,Concentration,No
1150,10.1038:s41565-023-01346-x_zero_fig8,10.1038:s41565-023-01346-x,zero,8,nat_nanotechnol,H2O2 elimination (%),Relative,Percentage,Percentage,Percentage,No
1151,10.1038:s41565-023-01346-x_zero_fig9,10.1038:s41565-023-01346-x,zero,9,nat_nanotechnol,H2O2 elimination (%),Relative,Percentage,Percentage,Percentage,No
1152,10.1038:s41565-023-01374-7_zero_fig1,10.1038:s41565-023-01374-7,zero,1,nat_nanotechnol,Serum cAMP (pmol/mL),Absolute,Measured value,Concentration,Concentration,No
1153,10.1038:s41565-023-01374-7_zero_fig2,10.1038:s41565-023-01374-7,zero,2,nat_nanotechnol,Serum OCN (ng/mL),Absolute,Measured value,Concentration,Concentration,No
1154,10.1038:s41565-023-01374-7_zero_fig3,10.1038:s41565-023-01374-7,zero,3,nat_nanotechnol,Serum calcium level (mmol/L),Absolute,Measured value,Concentration,Concentration,No
1155,10.1038:s41565-023-01374-7_zero_fig4,10.1038:s41565-023-01374-7,zero,4,nat_nanotechnol,Changes in BMD after treatment,Absolute,Measured value,Concentration,Concentration,No
1156,10.1038:s41565-023-01374-7_zero_fig5,10.1038:s41565-023-01374-7,zero,5,nat_nanotechnol,Changes in BMD after treatment,Absolute,Measured value,Concentration,Concentration,No
1157,10.1038:s41565-023-01374-7_zero_fig6,10.1038:s41565-023-01374-7,zero,6,nat_nanotechnol,Serum OCN (ng/mL),Absolute,Measured value,Concentration,Concentration,No
1158,10.1038:s41565-023-01378-3_zero_fig1,10.1038:s41565-023-01378-3,zero,1,nat_nanotechnol,Peak enhancement (a.u.),Relative,Calculated value,Others,Others,No
1159,10.1038:s41565-023-01523-y_zero_fig1,10.1038:s41565-023-01523-y,zero,1,nat_nanotechnol,IL-10 (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
1160,10.1038:s41565-023-01523-y_zero_fig2,10.1038:s41565-023-01523-y,zero,2,nat_nanotechnol,BMD (mg/cm3),Absolute,Measured value,Concentration,Concentration,No
1161,10.1038:s41565-023-01523-y_zero_fig3,10.1038:s41565-023-01523-y,zero,3,nat_nanotechnol,BMD (mg/cm3),Absolute,Measured value,Concentration,Concentration,No
1162,10.1038:s41565-023-01553-6_zero_fig1,10.1038:s41565-023-01553-6,zero,1,nat_nanotechnol,MPPs (% in LSKs),Relative,Percentage,Cell percentage,Percentage,No
1163,10.1038:s41565-023-01553-6_zero_fig10,10.1038:s41565-023-01553-6,zero,10,nat_nanotechnol,MPPs (% in LSKs),Relative,Percentage,Cell percentage,Percentage,No
1164,10.1038:s41565-023-01553-6_zero_fig11,10.1038:s41565-023-01553-6,zero,11,nat_nanotechnol,MPP4 (% in FLT3- LSKs),Relative,Percentage,Cell percentage,Percentage,No
1165,10.1038:s41565-023-01553-6_zero_fig2,10.1038:s41565-023-01553-6,zero,2,nat_nanotechnol,CD86+ in F4/80+ Mphis (%),Relative,Percentage,Percentage,Percentage,No
1166,10.1038:s41565-023-01553-6_zero_fig3,10.1038:s41565-023-01553-6,zero,3,nat_nanotechnol,CD86+ in CD11c+ DCs (%),Relative,Percentage,Percentage,Percentage,No
1167,10.1038:s41565-023-01553-6_zero_fig4,10.1038:s41565-023-01553-6,zero,4,nat_nanotechnol,CD86+ in CD11c+ DCs (%),Relative,Percentage,Percentage,Percentage,No
1168,10.1038:s41565-023-01553-6_zero_fig5,10.1038:s41565-023-01553-6,zero,5,nat_nanotechnol,IL-1beta (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
1169,10.1038:s41565-023-01553-6_zero_fig6,10.1038:s41565-023-01553-6,zero,6,nat_nanotechnol,IL-1beta (pg/mL),Absolute,Measured value,Cytokine concentration,Concentration,No
1170,10.1038:s41565-023-01553-6_zero_fig7,10.1038:s41565-023-01553-6,zero,7,nat_nanotechnol,CD86+ in CD11c+ DCs (%),Relative,Percentage,Percentage,Percentage,No
1171,10.1038:s41565-023-01553-6_zero_fig8,10.1038:s41565-023-01553-6,zero,8,nat_nanotechnol,MPP3 (% in FLT3- LSKs),Relative,Percentage,Cell percentage,Percentage,No
1172,10.1038:s41565-023-01553-6_zero_fig9,10.1038:s41565-023-01553-6,zero,9,nat_nanotechnol,MyPs (% in Lin- cells),Relative,Percentage,Cell percentage,Percentage,No
1173,10.1038:s41593-022-01237-9_zero_fig1,10.1038:s41593-022-01237-9,zero,1,nat_neurosci,Performance,Relative,Percentage,Percentage,Percentage,No
1174,10.1038:s41593-022-01237-9_zero_fig2,10.1038:s41593-022-01237-9,zero,2,nat_neurosci,Performance,Relative,Percentage,Percentage,Percentage,No
1175,10.1038:s41593-022-01237-9_zero_fig3,10.1038:s41593-022-01237-9,zero,3,nat_neurosci,Performance,Relative,Percentage,Percentage,Percentage,No
1176,10.1038:s41593-022-01245-9_zero_fig1,10.1038:s41593-022-01245-9,zero,1,nat_neurosci,Performance (%),Relative,Percentage,Percentage,Percentage,No
1177,10.1038:s41593-022-01253-9_zero_fig1,10.1038:s41593-022-01253-9,zero,1,nat_neurosci,% of PSD95+ spines,Relative,Percentage,Percentage,Percentage,No
1178,10.1038:s41593-023-01268-w_zero_fig11,10.1038:s41593-023-01268-w,zero,11,nat_neurosci,Withdrawal threshold (g),Absolute,Measured value,Mass,Mass,No
1179,10.1038:s41593-023-01268-w_zero_fig12,10.1038:s41593-023-01268-w,zero,12,nat_neurosci,Temperature (°C),Relative,Measured value,Temperature,Temperature,No
1180,10.1038:s41593-023-01268-w_zero_fig13,10.1038:s41593-023-01268-w,zero,13,nat_neurosci,Core body temperature (°C),Relative,Measured value,Temperature,Temperature,No
1181,10.1038:s41593-023-01268-w_zero_fig14,10.1038:s41593-023-01268-w,zero,14,nat_neurosci,Tail withdrawl threshold (g),Absolute,Measured value,Mass,Mass,No
1182,10.1038:s41593-023-01268-w_zero_fig15,10.1038:s41593-023-01268-w,zero,15,nat_neurosci,Core body temperature (°C),Relative,Measured value,Temperature,Temperature,No
1183,10.1038:s41593-023-01288-6_zero_fig1,10.1038:s41593-023-01288-6,zero,1,nat_neurosci,VIP,Relative,Calculated value,Index,Constant,No
1184,10.1038:s41593-023-01288-6_zero_fig2,10.1038:s41593-023-01288-6,zero,2,nat_neurosci,VIP,Relative,Calculated value,Index,Constant,No
1185,10.1038:s41593-023-01290-y_zero_fig1,10.1038:s41593-023-01290-y,zero,1,nat_neurosci,Duration of LORR (min),Absolute,Measured value,Time,Time,No
1186,10.1038:s41593-023-01290-y_zero_fig2,10.1038:s41593-023-01290-y,zero,2,nat_neurosci,Duration of LORR (min),Absolute,Measured value,Time,Time,No
1187,10.1038:s41593-023-01296-6_zero_fig1,10.1038:s41593-023-01296-6,zero,1,nat_neurosci,Accuracy (%),Relative,Calculated value,Accuracy,Prediction metric,No
